customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_bucket,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability,risk_tier,revenue_at_risk
1285-OKIPP,Male,0,No,No,1,0-12,Month-to-month,Fiber optic,Electronic check,79.9,79.9,Yes,0.6753,High,647.48
7825-ECJRF,Female,0,No,No,19,13-24,Month-to-month,Fiber optic,Electronic check,106.6,1934.45,Yes,0.4806,Medium,614.78
1347-KTTTA,Male,0,Yes,No,64,49+,One year,Fiber optic,Credit card (automatic),102.45,6654.1,No,0.1216,Low,149.5
7841-TZDMQ,Male,0,No,No,2,0-12,Month-to-month,DSL,Credit card (automatic),46.0,84.5,Yes,0.3971,Medium,219.2
4195-NZGTA,Female,0,No,No,1,0-12,Month-to-month,DSL,Electronic check,25.25,25.25,No,0.5573,High,168.86
7157-SMCFK,Male,0,No,Yes,61,49+,Two year,No,Mailed check,19.75,1124.2,No,0.003,Low,0.71
4709-LKHYG,Female,0,Yes,Yes,29,25-48,One year,No,Electronic check,20.0,540.05,No,0.0341,Low,8.18
2504-DSHIH,Male,1,Yes,No,23,13-24,Month-to-month,Fiber optic,Electronic check,86.8,1975.85,No,0.6093,High,634.65
0699-NDKJM,Female,0,Yes,No,57,49+,Month-to-month,DSL,Bank transfer (automatic),58.75,3437.45,No,0.1229,Low,86.64
9286-BHDQG,Male,0,Yes,Yes,72,49+,Two year,DSL,Credit card (automatic),45.25,3139.8,No,0.0036,Low,1.95
0230-WEQUW,Male,0,Yes,No,66,49+,Two year,DSL,Bank transfer (automatic),56.6,3789.2,No,0.0125,Low,8.49
2040-LDIWQ,Male,0,Yes,Yes,65,49+,Two year,DSL,Bank transfer (automatic),84.2,5324.5,No,0.0228,Low,23.04
6496-JDSSB,Female,0,No,No,8,0-12,Month-to-month,Fiber optic,Bank transfer (automatic),80.0,624.6,No,0.614,High,589.44
9408-SSNVZ,Female,0,No,No,4,0-12,Month-to-month,Fiber optic,Electronic check,70.15,268.35,Yes,0.6775,High,570.32
4443-EMBNA,Female,0,Yes,No,71,49+,Two year,No,Bank transfer (automatic),24.75,1836.9,No,0.0033,Low,0.98
6469-MRVET,Male,0,Yes,Yes,1,0-12,One year,No,Electronic check,20.2,20.2,No,0.159,Low,38.54
0742-MOABM,Male,0,Yes,No,4,0-12,Month-to-month,DSL,Mailed check,50.05,179.35,Yes,0.2533,Low,152.13
5961-VUSRV,Female,0,No,No,12,0-12,One year,No,Bank transfer (automatic),19.35,219.35,No,0.0871,Low,20.22
6778-JFCMK,Male,0,No,No,24,13-24,One year,DSL,Mailed check,50.6,1288.75,No,0.2223,Low,134.98
6341-JVQGF,Female,0,Yes,Yes,31,25-48,One year,DSL,Mailed check,81.15,2545.75,No,0.0728,Low,70.89
2232-DMLXU,Female,0,Yes,No,1,0-12,Month-to-month,DSL,Mailed check,55.2,55.2,Yes,0.4038,Medium,267.48
4811-JBUVU,Male,0,No,No,30,25-48,Month-to-month,Fiber optic,Credit card (automatic),89.9,2723.15,No,0.4341,Medium,468.31
0945-TSONX,Female,0,Yes,Yes,47,25-48,Two year,DSL,Credit card (automatic),85.3,4107.25,No,0.0266,Low,27.23
2651-ZCBXV,Male,0,No,No,54,49+,Two year,Fiber optic,Credit card (automatic),108.0,5760.65,No,0.0771,Low,99.92
3316-UWXUY,Male,0,No,No,50,49+,Month-to-month,Fiber optic,Credit card (automatic),93.5,4747.5,No,0.1597,Low,179.18
8937-RDTHP,Male,0,No,No,1,0-12,Month-to-month,Fiber optic,Mailed check,84.6,84.6,Yes,0.594,High,603.03
7083-MIOPC,Female,0,No,No,72,49+,Two year,No,Credit card (automatic),20.25,1566.9,No,0.0021,Low,0.51
1984-GPTEH,Female,0,No,No,29,25-48,Month-to-month,No,Electronic check,25.15,702.0,No,0.1072,Low,32.35
1251-KRREG,Male,0,No,No,2,0-12,Month-to-month,DSL,Mailed check,54.4,114.1,Yes,0.4634,Medium,302.51
0621-JFHOL,Female,0,No,No,10,0-12,Two year,DSL,Mailed check,29.6,299.05,No,0.1391,Low,49.41
9903-LYSAB,Male,0,Yes,No,18,13-24,Month-to-month,Fiber optic,Electronic check,73.15,1305.95,No,0.6596,High,579.0
0094-OIFMO,Female,1,No,No,11,0-12,Month-to-month,Fiber optic,Electronic check,95.0,1120.3,Yes,0.7303,High,832.54
9227-UAQFT,Male,0,No,No,16,13-24,Two year,No,Mailed check,19.75,284.35,No,0.0296,Low,7.02
7301-ABVAD,Female,0,No,No,72,49+,Two year,DSL,Bank transfer (automatic),86.6,6350.5,No,0.0156,Low,16.21
6614-FHDBO,Male,0,No,No,72,49+,Two year,Fiber optic,Bank transfer (automatic),109.2,7878.3,No,0.0521,Low,68.27
7576-ASEJU,Female,0,Yes,Yes,41,25-48,One year,DSL,Credit card (automatic),74.7,3187.65,No,0.0509,Low,45.63
9058-HRZSV,Female,1,Yes,No,65,49+,Month-to-month,Fiber optic,Electronic check,94.4,6126.15,No,0.1664,Low,188.5
4522-AKYLR,Female,1,No,No,13,13-24,Month-to-month,DSL,Electronic check,54.8,731.3,No,0.3844,Medium,252.78
0221-WMXNQ,Male,1,No,No,4,0-12,Month-to-month,Fiber optic,Electronic check,75.35,273.4,No,0.5268,High,476.33
0303-UNCIP,Male,0,No,No,41,25-48,One year,DSL,Mailed check,65.0,2531.8,No,0.0913,Low,71.21
9947-OTFQU,Male,1,No,No,15,13-24,Month-to-month,Fiber optic,Electronic check,74.4,1074.3,Yes,0.5942,High,530.5
0322-YINQP,Male,0,No,No,1,0-12,Month-to-month,DSL,Mailed check,48.55,48.55,Yes,0.3504,Medium,204.14
0959-WHOKV,Male,0,No,No,42,25-48,One year,Fiber optic,Electronic check,99.0,4298.45,No,0.2602,Low,309.12
4075-JFPGR,Female,0,Yes,No,51,49+,One year,Fiber optic,Electronic check,93.5,4619.55,No,0.1551,Low,174.02
4629-NRXKX,Female,0,Yes,Yes,2,0-12,Month-to-month,Fiber optic,Electronic check,70.4,147.15,Yes,0.558,High,471.4
9514-JDSKI,Male,1,Yes,No,1,0-12,Month-to-month,DSL,Electronic check,40.2,40.2,Yes,0.6146,High,296.48
3282-ZISZV,Male,0,No,Yes,32,25-48,One year,DSL,Credit card (automatic),83.7,2633.3,No,0.0797,Low,80.05
3675-YDUPJ,Male,0,No,No,10,0-12,Month-to-month,No,Mailed check,19.85,193.05,No,0.1873,Low,44.61
4111-BNXIF,Female,0,Yes,Yes,67,49+,Two year,DSL,Electronic check,59.55,4103.9,No,0.0292,Low,20.87
7017-VFHAY,Female,0,Yes,Yes,61,49+,Two year,Fiber optic,Credit card (automatic),115.1,7008.15,No,0.0371,Low,51.24
6655-LHBYW,Male,0,No,No,50,49+,One year,Fiber optic,Credit card (automatic),114.35,5791.1,No,0.1132,Low,155.33
4959-JOSRX,Female,0,Yes,No,2,0-12,Month-to-month,DSL,Credit card (automatic),44.6,80.55,Yes,0.4071,Medium,217.88
5046-NUHWD,Female,1,Yes,No,29,25-48,Month-to-month,DSL,Electronic check,45.0,1228.65,No,0.3523,Medium,190.24
7273-TEFQD,Male,1,No,No,3,0-12,Month-to-month,DSL,Electronic check,41.15,132.2,Yes,0.6991,High,345.22
3606-TWKGI,Male,1,No,No,13,13-24,Month-to-month,Fiber optic,Electronic check,106.9,1364.3,Yes,0.761,High,976.21
7529-ZDFXI,Male,1,Yes,No,57,49+,Month-to-month,Fiber optic,Electronic check,89.85,4925.35,No,0.4136,Medium,445.94
7605-BDWDC,Female,0,No,No,31,25-48,Two year,DSL,Bank transfer (automatic),49.85,1520.1,No,0.0443,Low,26.5
1950-KSVVJ,Female,0,Yes,No,45,25-48,One year,Fiber optic,Mailed check,113.3,5032.25,No,0.1373,Low,186.67
0123-CRBRT,Female,0,Yes,Yes,61,49+,Two year,DSL,Mailed check,88.1,5526.75,No,0.0145,Low,15.33
6292-TOSSS,Male,0,No,No,50,49+,Two year,No,Bank transfer (automatic),24.9,1195.25,No,0.0082,Low,2.45
3197-ARFOY,Female,1,No,No,19,13-24,Month-to-month,Fiber optic,Mailed check,105.0,2007.25,No,0.4226,Medium,532.48
6323-AYBRX,Male,0,No,No,59,49+,Two year,No,Mailed check,19.35,1099.6,Yes,0.0043,Low,1.0
7014-ZZXAW,Female,0,Yes,No,71,49+,Two year,No,Credit card (automatic),24.25,1732.95,No,0.0046,Low,1.34
4385-GZQXV,Female,1,No,No,16,13-24,Month-to-month,Fiber optic,Electronic check,94.45,1511.2,Yes,0.6579,High,745.66
7633-MVPUY,Male,0,Yes,No,57,49+,Two year,DSL,Electronic check,59.75,3450.15,No,0.0134,Low,9.61
6366-ZGQGL,Male,0,No,No,1,0-12,Month-to-month,DSL,Bank transfer (automatic),24.8,24.8,Yes,0.4707,Medium,140.08
4716-HHKQH,Male,1,Yes,No,20,13-24,Month-to-month,Fiber optic,Electronic check,107.05,2172.05,No,0.5751,High,738.77
5940-AHUHD,Male,0,No,No,1,0-12,Month-to-month,Fiber optic,Mailed check,70.6,70.6,Yes,0.5449,High,461.64
6432-TWQLB,Male,0,Yes,No,5,0-12,Month-to-month,Fiber optic,Electronic check,85.4,401.1,Yes,0.6205,High,635.89
4484-GLZOU,Female,0,Yes,No,52,49+,Month-to-month,Fiber optic,Electronic check,105.05,5624.85,Yes,0.5173,High,652.11
3179-GBRWV,Male,1,Yes,No,21,13-24,Month-to-month,DSL,Bank transfer (automatic),64.95,1339.8,No,0.2239,Low,174.51
8645-KWHJO,Male,0,No,No,14,13-24,Month-to-month,DSL,Electronic check,55.0,771.95,No,0.5433,High,358.58
4130-MZLCC,Female,0,No,No,5,0-12,Month-to-month,DSL,Bank transfer (automatic),50.55,244.75,No,0.2578,Low,156.38
0314-TKOSI,Female,0,No,No,6,0-12,Month-to-month,DSL,Mailed check,55.15,322.9,No,0.1937,Low,128.19
8229-MYEJZ,Female,0,No,No,10,0-12,Month-to-month,DSL,Electronic check,51.2,498.25,No,0.2915,Low,179.1
2080-SRCDE,Female,0,No,Yes,1,0-12,Month-to-month,No,Mailed check,25.4,25.4,No,0.1972,Low,60.11
9577-WJVCQ,Female,0,No,No,68,49+,Month-to-month,DSL,Mailed check,54.45,3687.75,No,0.0354,Low,23.13
9512-UIBFX,Male,0,Yes,Yes,18,13-24,Month-to-month,Fiber optic,Mailed check,95.15,1779.95,Yes,0.4805,Medium,548.63
6202-DYYFX,Female,0,No,No,22,13-24,One year,Fiber optic,Credit card (automatic),76.0,1783.6,No,0.3359,Medium,306.34
3808-HFKDE,Female,0,No,No,20,13-24,Month-to-month,DSL,Electronic check,44.35,927.15,No,0.334,Medium,177.75
5583-SXDAG,Male,0,Yes,No,1,0-12,Month-to-month,Fiber optic,Electronic check,70.0,70.0,Yes,0.6287,High,528.11
3488-PGMQJ,Male,1,No,No,8,0-12,Month-to-month,Fiber optic,Electronic check,74.5,606.55,Yes,0.6514,High,582.35
3580-REOAC,Male,0,No,No,10,0-12,Month-to-month,DSL,Credit card (automatic),44.85,435.4,Yes,0.3305,Medium,177.88
7534-BFESC,Male,1,No,No,24,13-24,Month-to-month,Fiber optic,Electronic check,76.1,1712.7,Yes,0.6185,High,564.81
3727-OWVYD,Male,0,No,No,35,25-48,One year,DSL,Mailed check,61.2,2021.2,No,0.0371,Low,27.25
2294-SALNE,Male,0,Yes,Yes,23,13-24,One year,Fiber optic,Mailed check,86.8,1940.8,No,0.1148,Low,119.58
4847-TAJYI,Female,1,No,No,6,0-12,Month-to-month,Fiber optic,Electronic check,89.35,567.8,No,0.7893,High,846.29
1563-IWQEX,Female,0,No,No,12,0-12,Month-to-month,No,Mailed check,19.7,220.35,No,0.1245,Low,29.43
8203-XJZRC,Male,0,No,No,1,0-12,Month-to-month,No,Mailed check,20.25,20.25,No,0.1921,Low,46.68
6556-DBKZF,Female,0,Yes,Yes,71,49+,Two year,Fiber optic,Electronic check,76.05,5436.45,No,0.0299,Low,27.29
6851-WEFYX,Male,1,Yes,No,35,25-48,Month-to-month,Fiber optic,Electronic check,100.8,3437.5,No,0.6796,High,822.04
2985-JUUBZ,Male,0,Yes,Yes,40,25-48,Month-to-month,DSL,Electronic check,74.55,3015.75,No,0.326,Medium,291.64
6390-DSAZX,Female,0,No,Yes,1,0-12,Month-to-month,Fiber optic,Mailed check,73.6,73.6,Yes,0.4845,Medium,427.91
0895-LMRSF,Male,0,No,No,23,13-24,One year,DSL,Bank transfer (automatic),64.9,1509.8,No,0.2064,Low,160.74
8098-LLAZX,Female,1,No,No,4,0-12,Month-to-month,Fiber optic,Electronic check,95.45,396.1,Yes,0.8367,High,958.36
8266-VBFQL,Male,0,No,No,4,0-12,Month-to-month,Fiber optic,Electronic check,90.4,356.65,No,0.6419,High,696.33
8181-YHCMF,Female,0,Yes,Yes,68,49+,Two year,DSL,Credit card (automatic),60.3,4109.0,No,0.0126,Low,9.12
2240-HSJQD,Male,0,No,Yes,38,25-48,Month-to-month,Fiber optic,Mailed check,81.85,3141.7,No,0.3151,Medium,309.49
1248-DYXUB,Male,0,Yes,Yes,52,49+,Two year,No,Mailed check,24.8,1229.1,No,0.0066,Low,1.96
0265-EDXBD,Male,1,Yes,No,32,25-48,Month-to-month,Fiber optic,Electronic check,74.9,2303.35,Yes,0.5676,High,510.16
4115-BNPJY,Male,0,Yes,Yes,29,25-48,Two year,DSL,Mailed check,75.55,2054.4,No,0.042,Low,38.08
3167-SNQPL,Male,1,Yes,Yes,38,25-48,Month-to-month,Fiber optic,Electronic check,101.15,3741.85,No,0.4814,Medium,584.32
4091-TVOCN,Male,0,No,Yes,48,25-48,One year,DSL,Credit card (automatic),78.75,3682.45,No,0.0745,Low,70.4
1098-TDVUQ,Female,0,No,No,1,0-12,Month-to-month,No,Bank transfer (automatic),19.25,19.25,No,0.2433,Low,56.2
7277-OZCGZ,Female,0,No,No,22,13-24,Month-to-month,Fiber optic,Electronic check,89.05,1886.25,No,0.4152,Medium,443.68
1557-EMYVT,Female,0,No,No,43,25-48,Two year,Fiber optic,Credit card (automatic),115.05,4895.1,No,0.0678,Low,93.6
2799-ARNLO,Female,1,Yes,No,5,0-12,Month-to-month,Fiber optic,Electronic check,69.35,341.6,No,0.7106,High,591.36
7563-BIUPC,Male,0,No,No,5,0-12,Month-to-month,Fiber optic,Electronic check,80.6,415.55,Yes,0.7222,High,698.51
5027-YOCXN,Male,0,Yes,Yes,51,49+,One year,Fiber optic,Credit card (automatic),110.05,5686.4,No,0.0897,Low,118.46
3973-SKMLN,Male,0,No,No,71,49+,Two year,No,Credit card (automatic),19.9,1355.1,No,0.0031,Low,0.74
2321-OMBXY,Female,0,Yes,Yes,38,25-48,One year,DSL,Credit card (automatic),80.3,3058.65,Yes,0.0332,Low,31.99
2840-XANRC,Male,1,Yes,No,24,13-24,Month-to-month,Fiber optic,Electronic check,93.15,2231.05,Yes,0.6963,High,778.32
6745-JEFZB,Male,0,Yes,No,35,25-48,Month-to-month,Fiber optic,Credit card (automatic),91.5,3236.35,No,0.3947,Medium,433.38
5020-ZSTTY,Female,1,No,No,54,49+,One year,DSL,Bank transfer (automatic),82.45,4350.1,Yes,0.0418,Low,41.36
9880-TDQAC,Female,0,Yes,Yes,72,49+,Two year,DSL,Electronic check,60.0,4264.0,No,0.0233,Low,16.78
8705-WZCYL,Male,0,No,No,1,0-12,Month-to-month,DSL,Electronic check,44.8,44.8,No,0.5189,High,278.96
7102-JJVTX,Female,0,Yes,Yes,9,0-12,One year,DSL,Mailed check,48.6,422.3,No,0.0964,Low,56.22
8626-PTQGE,Male,0,No,No,69,49+,Two year,DSL,Bank transfer (automatic),60.05,4176.7,No,0.0156,Low,11.24
4983-CLMLV,Female,0,Yes,No,52,49+,Month-to-month,Fiber optic,Credit card (automatic),102.7,5138.1,No,0.3282,Medium,404.47
5701-YVSVF,Female,1,Yes,No,11,0-12,Month-to-month,Fiber optic,Electronic check,82.9,880.05,No,0.648,High,644.63
5804-LEPIM,Female,1,No,No,2,0-12,Month-to-month,Fiber optic,Electronic check,70.35,139.05,Yes,0.7214,High,609.01
5697-GOMBF,Female,1,Yes,Yes,28,25-48,Month-to-month,DSL,Electronic check,35.9,973.65,No,0.4005,Medium,172.54
2739-CACDQ,Female,1,No,No,17,13-24,Month-to-month,Fiber optic,Credit card (automatic),82.65,1470.05,No,0.5633,High,558.68
9385-EHGDO,Female,0,Yes,Yes,35,25-48,Two year,No,Mailed check,19.85,739.35,No,0.0148,Low,3.53
9498-FIMXL,Female,0,No,No,8,0-12,One year,No,Mailed check,19.2,161.95,No,0.1111,Low,25.6
2379-GYFLQ,Male,0,No,No,46,25-48,One year,Fiber optic,Credit card (automatic),94.9,4422.95,No,0.2253,Low,256.57
0122-OAHPZ,Female,0,No,No,7,0-12,Month-to-month,Fiber optic,Electronic check,73.85,511.25,Yes,0.7252,High,642.67
2868-SNELZ,Female,0,No,No,2,0-12,Month-to-month,Fiber optic,Mailed check,80.6,155.8,Yes,0.5916,High,572.2
4322-RCYMT,Male,0,Yes,Yes,68,49+,One year,DSL,Bank transfer (automatic),75.8,5293.95,Yes,0.0287,Low,26.11
6680-NENYN,Female,0,No,No,43,25-48,Two year,Fiber optic,Electronic check,104.6,4759.85,Yes,0.2587,Low,324.72
2088-IEBAU,Female,0,No,No,68,49+,Two year,DSL,Electronic check,88.15,6148.45,No,0.0279,Low,29.51
7982-VCELR,Female,0,No,No,36,25-48,Month-to-month,Fiber optic,Credit card (automatic),94.8,3565.65,No,0.4346,Medium,494.4
1343-EHPYB,Male,0,Yes,No,63,49+,Month-to-month,Fiber optic,Electronic check,103.4,6603.0,Yes,0.4524,Medium,561.34
6035-BXTTY,Female,1,No,No,32,25-48,Month-to-month,DSL,Bank transfer (automatic),54.65,1830.1,No,0.0944,Low,61.91
6885-PKOAM,Female,0,Yes,No,71,49+,Two year,DSL,Credit card (automatic),85.75,6223.8,No,0.0124,Low,12.76
7520-HQWJU,Female,0,Yes,Yes,66,49+,Month-to-month,DSL,Bank transfer (automatic),67.45,4508.65,No,0.0377,Low,30.51
9639-BUJXT,Male,0,No,No,63,49+,One year,No,Mailed check,20.5,1328.15,No,0.0069,Low,1.7
5924-SNGKP,Female,0,No,Yes,41,25-48,One year,No,Credit card (automatic),20.25,865.0,No,0.0189,Low,4.59
0021-IKXGC,Female,1,No,No,1,0-12,Month-to-month,Fiber optic,Electronic check,72.1,72.1,No,0.7974,High,689.91
2034-GDRCN,Female,0,No,No,2,0-12,Month-to-month,Fiber optic,Electronic check,90.4,168.2,Yes,0.7784,High,844.41
8966-SNIZF,Female,0,Yes,No,70,49+,Two year,No,Bank transfer (automatic),19.45,1303.5,No,0.0024,Low,0.56
6243-OZGFH,Female,0,No,No,23,13-24,Month-to-month,DSL,Electronic check,44.95,996.85,No,0.5413,High,291.98
4654-DLAMQ,Female,1,Yes,No,64,49+,One year,Fiber optic,Bank transfer (automatic),97.0,6430.9,No,0.0655,Low,76.24
0513-RBGPE,Male,0,Yes,Yes,37,25-48,Two year,DSL,Credit card (automatic),62.8,2278.75,No,0.0237,Low,17.86
5160-UXJED,Male,0,No,Yes,17,13-24,One year,DSL,Mailed check,44.6,681.4,No,0.101,Low,54.06
4115-NZRKS,Female,1,No,No,7,0-12,Month-to-month,Fiber optic,Electronic check,89.15,574.35,No,0.7821,High,836.69
0219-YTZUE,Male,0,Yes,Yes,4,0-12,Month-to-month,Fiber optic,Bank transfer (automatic),84.8,371.9,Yes,0.5686,High,578.61
0623-IIHUG,Female,1,No,No,21,13-24,Month-to-month,DSL,Electronic check,41.9,840.1,Yes,0.4176,Medium,209.97
4572-DVCGN,Female,0,No,No,10,0-12,Month-to-month,Fiber optic,Bank transfer (automatic),80.25,846.0,Yes,0.6001,High,577.9
3351-NGXYI,Female,1,No,No,16,13-24,Month-to-month,DSL,Electronic check,54.1,889.0,No,0.3806,Medium,247.09
8984-EYLLL,Male,0,Yes,No,64,49+,Two year,Fiber optic,Electronic check,105.25,6823.4,No,0.1243,Low,156.99
9057-MSWCO,Male,1,Yes,No,27,25-48,Month-to-month,DSL,Credit card (automatic),30.75,805.1,Yes,0.1721,Low,63.5
9833-TGFHX,Male,0,Yes,Yes,42,25-48,One year,Fiber optic,Electronic check,97.1,4016.75,No,0.2343,Low,273.01
9294-TDIPC,Male,0,No,Yes,5,0-12,Month-to-month,No,Mailed check,20.2,83.75,No,0.1361,Low,32.99
5229-DTFYB,Female,0,No,No,41,25-48,Two year,Fiber optic,Bank transfer (automatic),98.8,3959.15,No,0.1082,Low,128.28
0104-PPXDV,Male,0,Yes,No,58,49+,One year,DSL,Credit card (automatic),50.3,2878.55,No,0.0247,Low,14.91
5176-LMJXE,Female,0,No,No,47,25-48,Two year,No,Mailed check,20.55,945.7,No,0.0102,Low,2.52
3583-KRKMD,Male,0,No,No,18,13-24,Month-to-month,Fiber optic,Bank transfer (automatic),75.9,1373.05,No,0.3844,Medium,350.11
1010-DIAUQ,Male,0,No,No,5,0-12,Month-to-month,Fiber optic,Bank transfer (automatic),96.5,492.55,Yes,0.592,High,685.54
9069-LGEUL,Male,0,Yes,No,23,13-24,Month-to-month,DSL,Bank transfer (automatic),59.95,1406.0,No,0.2151,Low,154.74
7302-ZHMHP,Female,0,No,No,1,0-12,Month-to-month,No,Mailed check,19.15,19.15,No,0.1938,Low,44.54
9571-EDEBV,Male,0,Yes,No,71,49+,One year,Fiber optic,Credit card (automatic),98.65,6962.85,No,0.1884,Low,223.03
3520-FJGCV,Male,0,Yes,Yes,72,49+,Two year,Fiber optic,Credit card (automatic),112.6,8126.65,No,0.0436,Low,58.91
6563-VRERX,Male,0,Yes,Yes,33,25-48,One year,No,Mailed check,20.6,690.25,No,0.0216,Low,5.34
0259-GBZSH,Male,0,No,No,2,0-12,Month-to-month,Fiber optic,Electronic check,85.65,181.5,Yes,0.792,High,814.02
6122-EFVKN,Male,0,No,Yes,24,13-24,Two year,DSL,Mailed check,35.75,830.8,No,0.031,Low,13.3
2805-EDJPQ,Female,0,Yes,Yes,56,49+,One year,Fiber optic,Credit card (automatic),99.75,5608.4,No,0.1123,Low,134.42
6862-CQUMB,Male,0,No,No,37,25-48,Month-to-month,Fiber optic,Credit card (automatic),96.1,3646.8,No,0.4225,Medium,487.23
7156-MXBJE,Female,0,No,No,43,25-48,One year,DSL,Credit card (automatic),85.1,3662.25,No,0.0687,Low,70.16
6158-HDPXZ,Male,0,No,No,1,0-12,Month-to-month,DSL,Mailed check,25.35,25.35,No,0.4857,Medium,147.75
9601-BRXPO,Female,0,Yes,No,25,25-48,Month-to-month,Fiber optic,Bank transfer (automatic),104.95,2566.5,Yes,0.5404,High,680.58
2863-IMQDR,Female,0,No,No,61,49+,Two year,DSL,Electronic check,89.65,5308.7,No,0.0218,Low,23.45
5686-CMAWK,Male,0,No,No,17,13-24,One year,Fiber optic,Electronic check,86.75,1410.25,No,0.2922,Low,304.18
5651-CRHKQ,Female,0,Yes,No,41,25-48,One year,Fiber optic,Bank transfer (automatic),86.2,3339.05,No,0.1075,Low,111.2
6905-NIQIN,Male,0,No,No,1,0-12,Month-to-month,DSL,Mailed check,50.65,50.65,Yes,0.3092,Medium,187.93
8204-YJCLA,Male,1,Yes,Yes,72,49+,Two year,DSL,Bank transfer (automatic),64.8,4732.35,No,0.0138,Low,10.73
5167-ZFFMM,Male,0,No,No,1,0-12,Month-to-month,Fiber optic,Credit card (automatic),90.85,90.85,Yes,0.683,High,744.61
6583-SZVGP,Male,0,No,No,48,25-48,Two year,Fiber optic,Bank transfer (automatic),108.1,5067.45,No,0.1541,Low,199.9
4895-TMWIR,Male,1,Yes,No,11,0-12,Month-to-month,No,Mailed check,19.95,214.75,Yes,0.1517,Low,36.32
0533-BNWKF,Female,1,Yes,No,55,49+,Month-to-month,Fiber optic,Electronic check,85.45,4874.7,Yes,0.3628,Medium,372.02
1708-PBBOA,Female,0,No,No,42,25-48,One year,DSL,Electronic check,54.75,2348.45,No,0.0814,Low,53.48
8782-LKFPK,Male,0,No,No,44,25-48,Month-to-month,Fiber optic,Mailed check,90.4,4063.0,No,0.4399,Medium,477.2
5522-JBWMO,Male,0,No,Yes,1,0-12,Month-to-month,DSL,Electronic check,44.0,44.0,No,0.3783,Medium,199.74
3597-MVHJT,Female,0,No,No,27,25-48,Month-to-month,Fiber optic,Bank transfer (automatic),95.6,2595.25,No,0.6085,High,698.07
9774-NRNAU,Male,1,Yes,No,27,25-48,Month-to-month,DSL,Bank transfer (automatic),84.8,2309.55,No,0.3091,Medium,314.54
0224-RLWWD,Female,1,No,No,2,0-12,Month-to-month,DSL,Electronic check,44.3,89.3,No,0.5429,High,288.61
9967-ATRFS,Female,0,No,No,19,13-24,Month-to-month,No,Mailed check,19.9,367.55,No,0.0932,Low,22.26
3951-NJCVI,Female,1,Yes,No,42,25-48,Month-to-month,Fiber optic,Electronic check,95.05,3944.5,No,0.6355,High,724.85
2977-CEBSX,Female,0,No,No,66,49+,Two year,DSL,Credit card (automatic),90.05,5965.95,No,0.0186,Low,20.1
0177-PXBAT,Male,1,Yes,No,33,25-48,Month-to-month,Fiber optic,Bank transfer (automatic),109.9,3694.7,No,0.4392,Medium,579.22
6599-CEBNN,Female,0,No,No,34,25-48,Month-to-month,Fiber optic,Credit card (automatic),73.95,2524.45,Yes,0.3068,Medium,272.25
2519-ERQOJ,Male,1,No,No,33,25-48,Month-to-month,DSL,Electronic check,54.6,1803.7,No,0.4027,Medium,263.85
5876-QMYLD,Female,0,Yes,Yes,23,13-24,One year,No,Mailed check,20.05,415.1,No,0.033,Low,7.94
2277-AXSDC,Female,0,No,No,32,25-48,One year,No,Bank transfer (automatic),19.75,624.15,No,0.0254,Low,6.02
9442-JTWDL,Female,0,No,No,11,0-12,One year,No,Credit card (automatic),20.05,237.7,No,0.0619,Low,14.89
0979-PHULV,Male,0,Yes,Yes,69,49+,Month-to-month,Fiber optic,Credit card (automatic),99.45,7007.6,Yes,0.2895,Low,345.49
3067-SVMTC,Female,0,Yes,No,68,49+,One year,DSL,Bank transfer (automatic),55.9,3848.8,No,0.0088,Low,5.9
5495-GPSRW,Male,0,No,No,20,13-24,Two year,No,Mailed check,19.7,419.4,No,0.036,Low,8.51
7606-BPHHN,Male,0,No,No,72,49+,Two year,No,Credit card (automatic),19.8,1468.75,No,0.0031,Low,0.74
4742-DRORA,Male,0,Yes,Yes,60,49+,One year,Fiber optic,Bank transfer (automatic),95.4,5812.0,No,0.1128,Low,129.13
0111-KLBQG,Male,1,Yes,Yes,32,25-48,Month-to-month,Fiber optic,Mailed check,93.95,2861.45,No,0.4688,Medium,528.53
4800-VHZKI,Female,0,No,No,1,0-12,Month-to-month,No,Mailed check,19.9,19.9,Yes,0.2539,Low,60.63
7989-CHGTL,Male,0,No,No,1,0-12,Month-to-month,No,Mailed check,19.6,19.6,Yes,0.2599,Low,61.13
0334-GDDSO,Male,1,No,No,3,0-12,Month-to-month,Fiber optic,Electronic check,81.35,233.7,Yes,0.7351,High,717.6
4163-NCJAK,Female,0,Yes,No,46,25-48,One year,No,Bank transfer (automatic),24.45,1066.15,No,0.0275,Low,8.07
5233-AOZUF,Female,0,Yes,No,29,25-48,Month-to-month,Fiber optic,Electronic check,74.95,2149.05,No,0.555,High,499.17
5973-EJGDP,Male,0,No,No,51,49+,Month-to-month,Fiber optic,Electronic check,87.35,4473.0,No,0.2943,Low,308.49
1996-DBMUS,Female,1,Yes,No,48,25-48,Month-to-month,Fiber optic,Bank transfer (automatic),70.65,3545.05,No,0.2756,Low,233.65
7916-VCCPB,Female,0,Yes,Yes,16,13-24,Month-to-month,Fiber optic,Bank transfer (automatic),73.25,1195.75,No,0.325,Medium,285.68
